and	and	CC	O
the	the	DT	O
two	#crd#	CD	O
sides	side	NNS	O
were	be	VBD	O
working	work	VBG	O
out	out	RP	O
a	a	DT	O
detailed	detailed	JJ	O
schedule	schedule	NN	O
on	on	IN	O
how	how	WRB	O
to	to	TO	O
stop	stop	VB	O
the	the	DT	O
war	war	NN	O
,	,	,	O
a	a	DT	O
Lebed	lebed	NNP	U-PER
aide	aide	NN	O
said	say	VBD	O
.	.	.	O

Press	press	NNP	O
spokesman	spokesman	NN	O
Alexander	alexander	NNP	B-PER
Barkhatov	barkhatov	NNP	L-PER
told	tell	VBD	O
reporters	reporter	NNS	O
the	the	DT	O
negotiations	negotiation	NNS	O
,	,	,	O
being	be	VBG	O
held	hold	VBN	O
at	at	IN	O
this	this	DT	O
rebel-held	rebel-held	JJ	O
village	village	NN	O
some	some	DT	O
20	0	CD	O
km	km	NN	O
(	(	-LRB-	O
12	0	CD	O
miles	mile	NNS	O
)	)	-RRB-	O
south	south	NN	O
of	of	IN	O
the	the	DT	O
Chechen	chechen	NNP	U-MISC
capital	capital	NN	O
Grozny	grozny	NNP	U-LOC
,	,	,	O
were	be	VBD	O
progressing	progress	VBG	O
briskly	briskly	RB	O
and	and	CC	O
being	be	VBG	O
conducted	conduct	VBN	O
in	in	IN	O
a	a	DT	O
good	good	JJ	O
mood	mood	NN	O
.	.	.	O

He	he	PRP	O
said	say	VBD	O
a	a	DT	O
document	document	NN	O
would	would	MD	O
be	be	VB	O
completed	complete	VBN	O
in	in	IN	O
an	an	DT	O
hour	hour	NN	O
's	's	POS	O
time	time	NN	O
for	for	IN	O
signature	signature	NN	O
by	by	IN	O
the	the	DT	O
two	#crd#	CD	O
sides	side	NNS	O
,	,	,	O
who	who	WP	O
were	be	VBD	O
working	work	VBG	O
on	on	IN	O
a	a	DT	O
"	"	``	O
day-by-day	day-by-day	NN	O
schedule	schedule	NN	O
to	to	TO	O
stop	stop	VB	O
the	the	DT	O
war	war	NN	O
in	in	IN	O
Chechnya	chechnya	NNP	U-LOC
.	.	.	O
"	"	''	O

-DOCSTART-	-docstart-	XX	O

Yeltsin	yeltsin	NNP	U-PER
shown	show	VBN	O
on	on	IN	O
Russian	russian	JJ	U-MISC
television	television	NN	O
.	.	.	O

MOSCOW	moscow	NNP	U-LOC
1996-08-22	0	CD	O

Russian	russian	JJ	U-MISC
television	television	NN	O
showed	show	VBD	O
a	a	DT	O
brief	brief	JJ	O
clip	clip	NN	O
of	of	IN	O
Boris	boris	NNP	B-PER
Yeltsin	yeltsin	NNP	L-PER
on	on	IN	O
Thursday	thursday	NNP	O
,	,	,	O
with	with	IN	O
the	the	DT	O
president	president	NN	O
laughing	laugh	VBG	O
and	and	CC	O
smiling	smile	VBG	O
as	as	IN	O
he	he	PRP	O
spoke	speak	VBD	O
to	to	IN	O
nominee	nominee	NN	O
health	health	NN	O
minister	minister	NN	O
Tatyana	tatyana	NNP	B-PER
Dmitrieva	dmitrieva	NNP	L-PER
.	.	.	O

It	it	PRP	O
was	be	VBD	O
the	the	DT	O
first	#ord#	JJ	O
time	time	NN	O
the	the	DT	O
president	president	NN	O
had	have	VBD	O
been	be	VBN	O
shown	show	VBN	O
on	on	IN	O
television	television	NN	O
since	since	IN	O
he	he	PRP	O
was	be	VBD	O
inaugurated	inaugurate	VBN	O
for	for	IN	O
a	a	DT	O
second	#ord#	JJ	O
term	term	NN	O
in	in	IN	O
office	office	NN	O
on	on	IN	O
August	august	NNP	O
9	0	CD	O
.	.	.	O

He	he	PRP	O
returned	return	VBD	O
to	to	IN	O
the	the	DT	O
Kremlin	kremlin	NNP	U-LOC
on	on	IN	O
Thursday	thursday	NNP	O
after	after	IN	O
a	a	DT	O
two-day	two-day	JJ	O
break	break	NN	O
in	in	IN	O
the	the	DT	O
lakelands	lakeland	NNS	O
of	of	IN	O
northwestern	northwestern	JJ	O
Russia	russia	NNP	U-LOC
.	.	.	O

-DOCSTART-	-docstart-	XX	O

PRESS	press	NNP	O
DIGEST	digest	NNP	O
-	-	HYPH	O
Bosnia	bosnia	NNP	U-LOC
-	-	HYPH	O
Aug	aug	NNP	O
22	0	CD	O
.	.	.	O

SARAJEVO	sarajevo	NNP	U-LOC
1996-08-22	0	CD	O

These	these	DT	O
are	be	VBP	O
the	the	DT	O
leading	lead	VBG	O
stories	story	NNS	O
in	in	IN	O
the	the	DT	O
Sarajevo	sarajevo	NNP	U-LOC
press	press	NN	O
on	on	IN	O
Thursday	thursday	NNP	O
.	.	.	O

Reuters	reuters	NNP	U-ORG
has	have	VBZ	O
not	not	RB	O
verified	verify	VBN	O
these	these	DT	O
stories	story	NNS	O
and	and	CC	O
does	do	VBZ	O
not	not	RB	O
vouch	vouch	VB	O
for	for	IN	O
their	their	PRP$	O
accuracy	accuracy	NN	O
.	.	.	O

OSLOBODJENJE	oslobodjenje	NNP	U-ORG

-	-	:	O
The	the	DT	O
Bosnian	bosnian	JJ	U-MISC
federation	federation	NN	O
launches	launch	VBZ	O
a	a	DT	O
common	common	JJ	O
payment	payment	NN	O
system	system	NN	O
on	on	IN	O
Friday	friday	NNP	O
.	.	.	O

Under	under	IN	O
the	the	DT	O
new	new	JJ	O
system	system	NN	O
taxes	tax	NNS	O
and	and	CC	O
customs	custom	NNS	O
may	may	MD	O
be	be	VB	O
paid	pay	VBN	O
in	in	IN	O
the	the	DT	O
Bosnian	bosnian	NNP	U-MISC
dinar	dinar	NN	O
,	,	,	O
the	the	DT	O
Croatian	croatian	NNP	U-MISC
kuna	kuna	NNP	O
or	or	CC	O
the	the	DT	O
Deutsche	deutsche	NNP	O
mark	mark	NN	O
until	until	IN	O
a	a	DT	O
new	new	JJ	O
Bosnian	bosnian	JJ	U-MISC
currency	currency	NN	O
is	be	VBZ	O
introduced	introduce	VBN	O
.	.	.	O

-	-	:	O
The	the	DT	O
president	president	NN	O
of	of	IN	O
the	the	DT	O
Bosnian	bosnian	NNP	B-ORG
Association	association	NNP	I-ORG
for	for	IN	I-ORG
Refugees	refugee	NNPS	I-ORG
and	and	CC	I-ORG
Displaced	displaced	NNP	I-ORG
Persons	person	NNS	L-ORG
,	,	,	O
Mirhunisa	mirhunisa	NNP	B-PER
Komarica	komarica	NNP	L-PER
says	say	VBZ	O
many	many	JJ	O
survivors	survivor	NNS	O
of	of	IN	O
the	the	DT	O
1995	0	CD	O
massacre	massacre	NN	O
in	in	IN	O
the	the	DT	O
Bosnian	bosnian	JJ	U-MISC
town	town	NN	O
of	of	IN	O
Srebrenica	srebrenica	NNP	U-LOC
are	be	VBP	O
languishing	languish	VBG	O
as	as	IN	O
forced	force	VBN	O
laborers	laborer	NNS	O
in	in	IN	O
Serbian	serbian	JJ	U-MISC
mines	mine	NNS	O
.	.	.	O

According	accord	VBG	O
to	to	IN	O
Komarica	komarica	NNP	U-PER
,	,	,	O
2,400	0	CD	O
male	male	JJ	O
residents	resident	NNS	O
of	of	IN	O
Srebrenica	srebrenica	NNP	U-LOC
work	work	NN	O
in	in	IN	O
the	the	DT	O
Trepca	trepca	NNP	U-LOC
mine	mine	NN	O
and	and	CC	O
1,900	0	CD	O
work	work	NN	O
in	in	IN	O
a	a	DT	O
mine	mine	NN	O
in	in	IN	O
Aleksandrovac	aleksandrovac	NNP	U-LOC
.	.	.	O

DNEVNI	dnevni	NNP	B-ORG
AVAZ	avaz	NNP	L-ORG

-	-	HYPH	O
Slovenian	slovenian	JJ	U-MISC
police	police	NNS	O
briefly	briefly	RB	O
detain	detain	VBP	O
two	#crd#	CD	O
Bosnian	bosnian	JJ	U-MISC
opposition	opposition	NN	O
leaders	leader	NNS	O
in	in	IN	O
Ljubljana	ljubljana	NNP	U-LOC
and	and	CC	O
cancel	cancel	VB	O
opposition	opposition	NN	O
political	political	JJ	O
rallies	rally	NNS	O
in	in	IN	O
Ljubljana	ljubljana	NNP	U-LOC
and	and	CC	O
Maribor	maribor	NNP	U-LOC
.	.	.	O

--	--	:	O
Sarajevo	sarajevo	NNP	U-LOC
newsroom	newsroom	NN	O
,	,	,	O
+387-71-663-864	0	CD	O
.	.	.	O

-DOCSTART-	-docstart-	XX	O

Grozny	grozny	JJ	U-LOC
quiet	quiet	JJ	O
overnight	overnight	NN	O
after	after	IN	O
raids	raid	NNS	O
.	.	.	O

ALKHAN-YURT	alkhan-yurt	NNP	U-LOC
,	,	,	O
Russia	russia	NNP	U-LOC
1996-08-22	0	CD	O

The	the	DT	O
city	city	NN	O
of	of	IN	O
Grozny	grozny	NNP	U-LOC
,	,	,	O
pounded	pound	VBN	O
by	by	IN	O
Russian	russian	JJ	U-MISC
planes	plane	NNS	O
and	and	CC	O
artillery	artillery	NN	O
for	for	IN	O
hours	hour	NNS	O
on	on	IN	O
Wednesday	wednesday	NNP	O
,	,	,	O
calmed	calm	VBD	O
down	down	RP	O
overnight	overnight	RB	O
,	,	,	O
although	although	IN	O
sporadic	sporadic	JJ	O
explosions	explosion	NNS	O
and	and	CC	O
shooting	shoot	VBG	O
could	could	MD	O
still	still	RB	O
be	be	VB	O
heard	hear	VBN	O
.	.	.	O

Reuters	reuters	NNP	U-ORG
correspondent	correspondent	NN	O
Lawrence	lawrence	NNP	B-PER
Sheets	sheets	NNP	L-PER
,	,	,	O
speaking	speak	VBG	O
from	from	IN	O
the	the	DT	O
nearby	nearby	JJ	O
village	village	NN	O
of	of	IN	O
Alkhan-Yurt	alkhan-yurt	NNP	U-LOC
,	,	,	O
said	say	VBD	O
he	he	PRP	O
had	have	VBD	O
heard	hear	VBN	O
little	little	JJ	O
from	from	IN	O
Grozny	grozny	NNP	U-LOC
since	since	IN	O
Wednesday	wednesday	NNP	O
evening	evening	NN	O
's	's	POS	O
arrival	arrival	NN	O
of	of	IN	O
Russian	russian	JJ	U-MISC
security	security	NN	O
chief	chief	NN	O
Alexander	alexander	NNP	B-PER
Lebed	lebed	NNP	L-PER
,	,	,	O
who	who	WP	O
said	say	VBD	O
he	he	PRP	O
"	"	``	O
came	come	VBD	O
with	with	IN	O
peace	peace	NN	O
"	"	''	O
.	.	.	O

A	a	DT	O
couple	couple	NN	O
of	of	IN	O
helicopters	helicopter	NNS	O
flew	fly	VBD	O
over	over	IN	O
the	the	DT	O
city	city	NN	O
early	early	RB	O
on	on	IN	O
Thursday	thursday	NNP	O
morning	morning	NN	O
,	,	,	O
but	but	CC	O
did	do	VBD	O
not	not	RB	O
appear	appear	VB	O
to	to	TO	O
be	be	VB	O
firing	fire	VBG	O
at	at	IN	O
anything	anything	NN	O
.	.	.	O

Lebed	lebed	NNP	U-PER
said	say	VBD	O
on	on	IN	O
Wednesday	wednesday	NNP	O
he	he	PRP	O
had	have	VBD	O
clinched	clinch	VBN	O
a	a	DT	O
truce	truce	NN	O
with	with	IN	O
Chechen	chechen	NNP	U-MISC
separatists	separatist	NNS	O
and	and	CC	O
he	he	PRP	O
promised	promise	VBD	O
to	to	TO	O
halt	halt	VB	O
a	a	DT	O
threatened	threaten	VBN	O
bombing	bombing	NN	O
assault	assault	NN	O
on	on	IN	O
Grozny	grozny	NNP	U-LOC
,	,	,	O
which	which	WDT	O
the	the	DT	O
rebels	rebel	NNS	O
have	have	VBP	O
held	hold	VBN	O
since	since	IN	O
August	august	NNP	O
6	0	CD	O
.	.	.	O

-DOCSTART-	-docstart-	XX	O

Boat	boat	NNP	O
passengers	passenger	NNS	O
rescued	rescue	VBD	O
off	off	RP	O
Colombian	colombian	JJ	U-MISC
coast	coast	NN	O
.	.	.	O

BOGOTA	bogota	NNP	U-LOC
,	,	,	O
Colombia	colombia	NNP	U-LOC
1996-08-22	0	CD	O

Colombia	colombia	NNP	U-LOC
's	's	POS	O
Coast	coast	NNP	B-ORG
Guard	guard	NNP	L-ORG
on	on	IN	O
Thursday	thursday	NNP	O
rescued	rescue	VBD	O
12	0	CD	O
people	people	NNS	O
lost	lose	VBN	O
for	for	IN	O
three	#crd#	CD	O
days	day	NNS	O
in	in	IN	O
an	an	DT	O
open	open	JJ	O
boat	boat	NN	O
off	off	IN	O
the	the	DT	O
Pacific	pacific	NNP	U-LOC
coast	coast	NN	O
,	,	,	O
officials	official	NNS	O
said	say	VBD	O
.	.	.	O

The	the	DT	O
boat	boat	NN	O
had	have	VBD	O
been	be	VBN	O
missing	miss	VBG	O
since	since	IN	O
Monday	monday	NNP	O
afternoon	afternoon	NN	O
when	when	WRB	O
it	it	PRP	O
left	leave	VBD	O
the	the	DT	O
tiny	tiny	JJ	O
island	island	NN	O
of	of	IN	O
Gorgona	gorgona	NNP	U-LOC
off	off	IN	O
Colombia	colombia	NNP	U-LOC
's	's	POS	O
southwest	southwest	JJ	O
coast	coast	NN	O
with	with	IN	O
sightseers	sightseer	NNS	O
for	for	IN	O
a	a	DT	O
return	return	NN	O
trip	trip	NN	O
to	to	IN	O
Narino	narino	NNP	U-LOC
province	province	NN	O
,	,	,	O
near	near	IN	O
the	the	DT	O
border	border	NN	O
with	with	IN	O
Ecuador	ecuador	NNP	U-LOC
.	.	.	O

The	the	DT	O
boat	boat	NN	O
ran	run	VBD	O
out	out	IN	O
of	of	IN	O
fuel	fuel	NN	O
and	and	CC	O
did	do	VBD	O
not	not	RB	O
have	have	VB	O
a	a	DT	O
radio	radio	NN	O
to	to	TO	O
call	call	VB	O
for	for	IN	O
help	help	NN	O
,	,	,	O
Navy	navy	NNP	U-ORG
spokesman	spokesman	NN	O
Lt.	lt.	NNP	O
Italo	italo	NNP	B-PER
Pineda	pineda	NNP	L-PER
said	say	VBD	O
.	.	.	O

He	he	PRP	O
said	say	VBD	O
11	0	CD	O
passengers	passenger	NNS	O
and	and	CC	O
one	#crd#	CD	O
boatman	boatman	NN	O
survived	survive	VBD	O
on	on	IN	O
coconuts	coconut	NNS	O
and	and	CC	O
rainwater	rainwater	NN	O
during	during	IN	O
65	0	CD	O
hours	hour	NNS	O
lost	lose	VBN	O
at	at	IN	O
sea	sea	NN	O
.	.	.	O

The	the	DT	O
boat	boat	NN	O
was	be	VBD	O
towed	tow	VBN	O
to	to	IN	O
the	the	DT	O
port	port	NN	O
city	city	NN	O
of	of	IN	O
Buenaventura	buenaventura	NNP	U-LOC
.	.	.	O

-DOCSTART-	-docstart-	XX	O

Argentine	argentine	JJ	U-MISC
July	july	NNP	O
raw	raw	JJ	O
steel	steel	NN	O
output	output	NN	O
up	up	RB	O
14.8	0	CD	O
pct	pct	NN	O
vs	vs	IN	O
'	'	``	O
95	0	CD	O
.	.	.	O

BUENOS	buenos	NNP	B-LOC
AIRES	aires	NNP	L-LOC
1996-08-22	0	CD	O

Argentine	argentine	JJ	U-MISC
raw	raw	JJ	O
steel	steel	NN	O
output	output	NN	O
was	be	VBD	O
355,900	0	CD	O
tonnes	tonne	NNS	O
in	in	IN	O
July	july	NNP	O
,	,	,	O
14.8	0	CD	O
percent	percent	NN	O
higher	high	JJR	O
than	than	IN	O
in	in	IN	O
July	july	NNP	O
1995	0	CD	O
and	and	CC	O
up	up	RB	O
1.9	0	CD	O
percent	percent	NN	O
from	from	IN	O
June	june	NNP	O
,	,	,	O
Steel	steel	NNP	B-ORG
Industry	industry	NNP	I-ORG
Center	center	NNP	L-ORG
said	say	VBD	O
Thursday	thursday	NNP	O
.	.	.	O

Primary	primary	JJ	O
iron	iron	NN	O
output	output	NN	O
was	be	VBD	O
297,700	0	CD	O
tonnes	tonne	NNS	O
,	,	,	O
14.5	0	CD	O
percent	percent	NN	O
more	more	JJR	O
than	than	IN	O
last	last	JJ	O
July	july	NNP	O
and	and	CC	O
0.1	0	CD	O
percent	percent	NN	O
more	more	JJR	O
than	than	IN	O
in	in	IN	O
June	june	NNP	O
.	.	.	O

Hot	hot	NNP	O
laminate	laminate	NN	O
production	production	NN	O
was	be	VBD	O
349,000	0	CD	O
tonnes	tonne	NNS	O
,	,	,	O
3.2	0	CD	O
percent	percent	NN	O
up	up	RB	O
from	from	IN	O
July	july	NNP	O
1995	0	CD	O
and	and	CC	O
0.8	0	CD	O
percent	percent	NN	O
up	up	RB	O
from	from	IN	O
June	june	NNP	O
.	.	.	O

Production	production	NN	O
of	of	IN	O
cold	cold	JJ	O
laminates	laminate	NNS	O
was	be	VBD	O
120,500	0	CD	O
tonnes	tonne	NNS	O
,	,	,	O
4.2	0	CD	O
percent	percent	NN	O
higher	high	JJR	O
than	than	IN	O
the	the	DT	O
same	same	JJ	O
month	month	NN	O
last	last	JJ	O
year	year	NN	O
and	and	CC	O
11	0	CD	O
percent	percent	NN	O
higher	high	JJR	O
than	than	IN	O
in	in	IN	O
June	june	NNP	O
.	.	.	O

--	--	:	O
Jason	jason	NNP	B-PER
Webb	webb	NNP	L-PER
,	,	,	O
Buenos	buenos	NNP	B-ORG
Aires	aires	NNP	I-ORG
Newsroom	newsroom	NNP	L-ORG
+541	0	CD	O
318-0655	0	CD	O

-DOCSTART-	-docstart-	XX	O

Peru	peru	NNP	U-LOC
's	's	POS	O
guerrillas	guerrilla	NNS	O
kill	kill	VBP	O
one	#crd#	CD	O
,	,	,	O
take	take	VB	O
8	0	CD	O
hostage	hostage	NN	O
in	in	IN	O
jungle	jungle	NN	O
.	.	.	O

LIMA	lima	NNP	U-LOC
,	,	,	O
Peru	peru	NNP	U-LOC
1996-08-21	0	CD	O

Peruvian	peruvian	JJ	U-MISC
guerrillas	guerrilla	NNS	O
killed	kill	VBD	O
one	#crd#	CD	O
man	man	NN	O
and	and	CC	O
took	take	VBD	O
eight	#crd#	CD	O
people	people	NNS	O
hostage	hostage	NN	O
after	after	IN	O
taking	take	VBG	O
over	over	RP	O
a	a	DT	O
village	village	NN	O
in	in	IN	O
the	the	DT	O
country	country	NN	O
's	's	POS	O
northeastern	northeastern	JJ	O
jungle	jungle	NN	O
region	region	NN	O
,	,	,	O
anti-	anti-	JJ	O
terrorist	terrorist	JJ	O
police	police	NN	O
sources	source	NNS	O
said	say	VBD	O
on	on	IN	O
Wednesday	wednesday	NNP	O
.	.	.	O

For	for	IN	O
three	#crd#	CD	O
hours	hour	NNS	O
on	on	IN	O
Tuesday	tuesday	NNP	O
,	,	,	O
around	around	IN	O
100	0	CD	O
members	member	NNS	O
of	of	IN	O
the	the	DT	O
Maoist	maoist	NNP	U-MISC
rebel	rebel	NN	O
group	group	NN	O
Shining	shine	VBG	B-ORG
Path	path	NN	L-ORG
took	take	VBD	O
control	control	NN	O
of	of	IN	O
Alomella	alomella	NNP	B-LOC
Robles	robles	NNP	L-LOC
,	,	,	O
a	a	DT	O
small	small	JJ	O
village	village	NN	O
about	about	IN	O
345	0	CD	O
miles	mile	NNS	O
(	(	-LRB-	O
550	0	CD	O
km	km	NN	O
)	)	-RRB-	O
northeast	northeast	RB	O
of	of	IN	O
Lima	lima	NNP	U-LOC
,	,	,	O
the	the	DT	O
sources	source	NNS	O
said	say	VBD	O
.	.	.	O

Some	some	DT	O
guerrillas	guerrilla	NNS	O
made	make	VBD	O
villagers	villager	NNS	O
listen	listen	VB	O
to	to	IN	O
propaganda	propaganda	NN	O
speeches	speech	NNS	O
in	in	IN	O
the	the	DT	O
village	village	NN	O
centre	centre	NN	O
,	,	,	O
others	other	NNS	O
forced	force	VBD	O
passing	pass	VBG	O
motorists	motorist	NNS	O
out	out	IN	O
of	of	IN	O
their	their	PRP$	O
cars	car	NNS	O
and	and	CC	O
daubed	daub	VBD	O
their	their	PRP$	O
vehicles	vehicle	NNS	O
with	with	IN	O
slogans	slogan	NNS	O
.	.	.	O

By	by	IN	O
Wednesday	wednesday	NNP	O
,	,	,	O
the	the	DT	O
whereabouts	whereabouts	NNS	O
of	of	IN	O
the	the	DT	O
eight	#crd#	CD	O
hostages	hostage	NNS	O
was	be	VBD	O
still	still	RB	O
not	not	RB	O
known	know	VBN	O
,	,	,	O
the	the	DT	O
sources	source	NNS	O
said	say	VBD	O
.	.	.	O

In	in	IN	O
recent	recent	JJ	O
months	month	NNS	O
the	the	DT	O
Shining	shine	VBG	B-ORG
Path	path	NN	L-ORG
,	,	,	O
severely	severely	RB	O
weakened	weaken	VBD	O
since	since	IN	O
the	the	DT	O
1992	0	CD	O
capture	capture	NN	O
of	of	IN	O
its	its	PRP$	O
leader	leader	NN	O
Abimael	abimael	NNP	B-PER
Guzman	guzman	NNP	L-PER
,	,	,	O
has	have	VBZ	O
been	be	VBN	O
stepping	step	VBG	O
up	up	RP	O
both	both	CC	O
its	its	PRP$	O
military	military	NN	O
and	and	CC	O
propaganda	propaganda	NN	O
activities	activity	NNS	O
.	.	.	O

Peru	peru	NNP	U-LOC
's	's	POS	O
guerrilla	guerrilla	NN	O
conflicts	conflict	NNS	O
have	have	VBP	O
cost	cost	NN	O
at	at	IN	O
least	least	JJS	O
30,000	0	CD	O
lives	life	NNS	O
and	and	CC	O
$	$	$	O
25	0	CD	O
billion	#crd#	CD	O
in	in	IN	O
damage	damage	NN	O
to	to	IN	O
infrastructure	infrastructure	NN	O
since	since	IN	O
1980	0	CD	O
.	.	.	O

-DOCSTART-	-docstart-	XX	O

Former	former	JJ	O
Surinam	surinam	JJ	U-LOC
rebel	rebel	NN	O
leader	leader	NN	O
held	hold	VBN	O
after	after	IN	O
shooting	shooting	NN	O
.	.	.	O

PARAMARIBO	paramaribo	NNP	U-LOC
,	,	,	O
Surinam	surinam	NNP	U-LOC
1996-08-21	0	CD	O

Flamboyant	flamboyant	JJ	O
former	former	JJ	O
Surinamese	surinamese	JJ	U-MISC
rebel	rebel	NN	O
leader	leader	NN	O
Ronny	ronny	NNP	B-PER
Brunswijk	brunswijk	NNP	L-PER
was	be	VBD	O
in	in	IN	O
custody	custody	NN	O
on	on	IN	O
Wednesday	wednesday	NNP	O
charged	charge	VBD	O
with	with	IN	O
attempted	attempt	VBN	O
murder	murder	NN	O
,	,	,	O
police	police	NNS	O
said	say	VBD	O
.	.	.	O

Brunswijk	brunswijk	NNP	U-PER
turned	turn	VBD	O
himself	himself	PRP	O
into	into	IN	O
police	police	NNS	O
after	after	IN	O
Freddy	freddy	NNP	B-PER
Pinas	pinas	NNP	L-PER
,	,	,	O
a	a	DT	O
Surinamese-born	surinamese-born	JJ	U-MISC
visitor	visitor	NN	O
from	from	IN	O
the	the	DT	O
Netherlands	netherlands	NNP	U-LOC
,	,	,	O
accused	accuse	VBD	O
Brunswijk	brunswijk	NNP	U-PER
of	of	IN	O
trying	try	VBG	O
to	to	TO	O
kill	kill	VB	O
him	him	PRP	O
on	on	IN	O
Sunday	sunday	NNP	O
after	after	IN	O
a	a	DT	O
bar-room	bar-room	NN	O
brawl	brawl	NN	O
in	in	IN	O
the	the	DT	O
small	small	JJ	O
mining	mining	NN	O
town	town	NN	O
of	of	IN	O
Moengo	moengo	NNP	U-LOC
,	,	,	O
about	about	RB	O
56	0	CD	O
miles	mile	NNS	O
(	(	-LRB-	O
90	0	CD	O
km	km	NN	O
)	)	-RRB-	O
east	east	NN	O
of	of	IN	O
Paramaribo	paramaribo	NNP	U-LOC
,	,	,	O
said	say	VBD	O
police	police	NN	O
spokesman	spokesman	NN	O
Ro	ro	NNP	B-PER
Gajadhar	gajadhar	NNP	L-PER
.	.	.	O

Pinas	pinas	NNP	U-PER
,	,	,	O
showing	show	VBG	O
cuts	cut	NNS	O
and	and	CC	O
bruises	bruise	NNS	O
on	on	IN	O
his	his	PRP$	O
face	face	NN	O
,	,	,	O
told	tell	VBD	O
reporters	reporter	NNS	O
the	the	DT	O
former	former	JJ	O
head	head	NN	O
of	of	IN	O
the	the	DT	O
feared	fear	VBN	O
Jungle	jungle	NNP	B-ORG
Command	command	NNP	L-ORG
had	have	VBD	O
tried	try	VBN	O
and	and	CC	O
failed	fail	VBN	O
to	to	TO	O
shoot	shoot	VB	O
him	him	PRP	O
after	after	IN	O
Pinas	pinas	NNP	U-PER
objected	object	VBD	O
to	to	IN	O
Brunswijk	brunswijk	NNP	U-PER
's	's	POS	O
advances	advance	NNS	O
toward	toward	IN	O
his	his	PRP$	O
wife	wife	NN	O
.	.	.	O

Pinas	pinas	NNP	U-PER
said	say	VBD	O
Brunswijk	brunswijk	NNP	U-PER
then	then	RB	O
ordered	order	VBD	O
his	his	PRP$	O
bodyguards	bodyguard	NNS	O
to	to	TO	O
beat	beat	VB	O
him	him	PRP	O
up	up	RP	O
.	.	.	O

Brunswijk	brunswijk	NNP	U-PER
,	,	,	O
35	0	CD	O
,	,	,	O
denied	deny	VBD	O
the	the	DT	O
charges	charge	NNS	O
and	and	CC	O
said	say	VBD	O
he	he	PRP	O
had	have	VBD	O
merely	merely	RB	O
defended	defend	VBN	O
himself	himself	PRP	O
when	when	WRB	O
Pinas	pinas	NNP	U-PER
attacked	attack	VBD	O
him	him	PRP	O
with	with	IN	O
a	a	DT	O
bottle	bottle	NN	O
.	.	.	O

It	it	PRP	O
was	be	VBD	O
the	the	DT	O
second	#ord#	JJ	O
time	time	NN	O
Brunswijk	brunswijk	NNP	U-PER
had	have	VBD	O
been	be	VBN	O
charged	charge	VBN	O
with	with	IN	O
attempted	attempt	VBN	O
murder	murder	NN	O
in	in	IN	O
less	less	JJR	O
than	than	IN	O
two	#crd#	CD	O
years	year	NNS	O
.	.	.	O

In	in	IN	O
1994	0	CD	O
he	he	PRP	O
served	serve	VBD	O
two	#crd#	CD	O
months	month	NNS	O
in	in	IN	O
prison	prison	NN	O
for	for	IN	O
shooting	shoot	VBG	O
a	a	DT	O
thief	thief	NN	O
in	in	IN	O
the	the	DT	O
buttocks	buttock	NNS	O
.	.	.	O

Brunswijk	brunswijk	NNP	U-PER
led	lead	VBD	O
a	a	DT	O
rebel	rebel	JJ	O
group	group	NN	O
of	of	IN	O
about	about	RB	O
1,000	0	CD	O
in	in	IN	O
a	a	DT	O
1986	0	CD	O
uprising	uprising	NN	O
against	against	IN	O
the	the	DT	O
regime	regime	NN	O
of	of	IN	O
military	military	JJ	O
strongman	strongman	NN	O
Desi	desi	NNP	B-PER
Bouterse	bouterse	NNP	L-PER
.	.	.	O

The	the	DT	O
conflict	conflict	NN	O
,	,	,	O
which	which	WDT	O
killed	kill	VBD	O
more	more	JJR	O
than	than	IN	O
500	0	CD	O
and	and	CC	O
caused	cause	VBD	O
thousands	#crd#	NNS	O
to	to	TO	O
flee	flee	VB	O
to	to	IN	O
neighbouring	neighbour	VBG	O
French	french	NNP	B-LOC
Guiana	guiana	NNP	L-LOC
in	in	IN	O
the	the	DT	O
late	late	JJ	O
1980s	0s	NNS	O
,	,	,	O
eventually	eventually	RB	O
paved	pave	VBD	O
the	the	DT	O
way	way	NN	O
to	to	IN	O
democratic	democratic	JJ	O
elections	election	NNS	O
in	in	IN	O
1991	0	CD	O
.	.	.	O

Despite	despite	IN	O
numerous	numerous	JJ	O
problems	problem	NNS	O
with	with	IN	O
authorities	authority	NNS	O
,	,	,	O
Brunswijk	brunswijk	NNP	U-PER
went	go	VBD	O
on	on	RP	O
to	to	TO	O
become	become	VB	O
a	a	DT	O
successful	successful	JJ	O
businessman	businessman	NN	O
with	with	IN	O
mining	mining	NN	O
and	and	CC	O
logging	log	VBG	O
interests	interest	NNS	O
.	.	.	O

He	he	PRP	O
also	also	RB	O
manages	manage	VBZ	O
and	and	CC	O
occasionally	occasionally	RB	O
plays	play	VBZ	O
for	for	IN	O
one	#crd#	CD	O
of	of	IN	O
the	the	DT	O
leading	lead	VBG	O
local	local	JJ	O
soccer	soccer	NN	O
teams	team	NNS	O
.	.	.	O

-DOCSTART-	-docstart-	XX	O

Noisy	noisy	NNP	O
saw	see	VBD	O
leads	lead	VBZ	O
Thai	thai	NNP	U-MISC
police	police	NNS	O
to	to	TO	O
heroin	heroin	VB	O
hideaway	hideaway	NN	O
.	.	.	O

